split1,split2
"Alaska_king_crab","Alaska_king_crab"
"Paralithodes_camtschatica","Paralithodes_camtschatica"
"Alaska_rein_orchid","Alaska_rein_orchid"
"Habenaria_unalascensis","Habenaria_unalascensis"
"Alaskan","Alaskan"
"Alaskan_brown_bear","Alaskan_brown_bear"
"Kodiak_bear","Kodiak_bear"
"Kodiak","Kodiak"
"Ursus_middendorffi","Ursus_middendorffi"
"Ursus_arctos_middendorffi","Ursus_arctos_middendorffi"
"Alaskan_pipeline","Alaskan_pipeline"
"trans-Alaska_pipeline","trans-Alaska_pipeline"
"Alauda","Alauda"
"genus_Alauda","genus_Alauda"
"Alaudidae","Alaudidae"
"family_Alaudidae","family_Alaudidae"
"Albania","Albania"
"Republic_of_Albania","Republic_of_Albania"
"Albanian","Albanian"
"Albanian","Albanian"
"Albanian_monetary_unit","Albanian_monetary_unit"
"Albany","Albany"
"capital_of_New_York","capital_of_New_York"
"Albany","Albany"
"Albatrellus","Albatrellus"
"genus_Albatrellus","genus_Albatrellus"
"Albatrellus_dispansus","Albatrellus_dispansus"
"Albatrellus_ovinus","Albatrellus_ovinus"
"sheep_polypore","sheep_polypore"
"Albee","Albee"
"Edward_Albee","Edward_Albee"
"Edward_Franklin_Albeen","Edward_Franklin_Albeen"
"Albers","Albers"
"Josef_Albers","Josef_Albers"
"Albert","Albert"
"Prince_Albert","Prince_Albert"
"Albert_Francis_Charles_Augustus_Emmanuel","Albert_Francis_Charles_Augustus_Emmanuel"
"Alberta","Alberta"
"Alberti","Alberti"
"Leon_Battista_Alberti","Leon_Battista_Alberti"
"Albigenses","Albigenses"
"Cathars","Cathars"
"Cathari","Cathari"
"Albigensianism","Albigensianism"
"Catharism","Catharism"
"Albion","Albion"
"Albright's_disease","Albright's_disease"
"polyostotic_fibrous_dysplasia","polyostotic_fibrous_dysplasia"
"Albuginaceae","Albuginaceae"
"family_Albuginaceae","family_Albuginaceae"
"Albugo","Albugo"
"genus_Albugo","genus_Albugo"
"Albula","Albula"
"genus_Albula","genus_Albula"
"Albulidae","Albulidae"
"family_Albulidae","family_Albulidae"
"Albuquerque","Albuquerque"
"Alca","Alca"
"genus_Alca","genus_Alca"
"Alcaeus","Alcaeus"
"Alcaic","Alcaic"
"Alcaic_verse","Alcaic_verse"
"Alcea","Alcea"
"genus_Alcea","genus_Alcea"
"Alcedinidae","Alcedinidae"
"family_Alcedinidae","family_Alcedinidae"
"Alcedo","Alcedo"
"genus_Alcedo","genus_Alcedo"
"Alcelaphus","Alcelaphus"
"genus_Alcelaphus","genus_Alcelaphus"
"Alces","Alces"
"genus_Alces","genus_Alces"
"Alcibiades","Alcibiades"
"Alcidae","Alcidae"
"family_Alcidae","family_Alcidae"
"Alcoholics_Anonymous","Alcoholics_Anonymous"
"AA","AA"
"Alcott","Alcott"
"Louisa_May_Alcott","Louisa_May_Alcott"
"Alcyonacea","Alcyonacea"
"suborder_Alcyonacea","suborder_Alcyonacea"
"Alcyonaria","Alcyonaria"
"order_Alcyonaria","order_Alcyonaria"
"Alcyone","Alcyone"
"Halcyon","Halcyon"
"Aldebaran","Aldebaran"
"Aldrovanda","Aldrovanda"
"genus_Aldrovanda","genus_Aldrovanda"
"Alectis","Alectis"
"genus_Alectis","genus_Alectis"
"Alecto","Alecto"
"Alectoria","Alectoria"
"genus_Alectoria","genus_Alectoria"
"Alectoris","Alectoris"
"genus_Alectoris","genus_Alectoris"
"Alectura","Alectura"
"genus_Alectura","genus_Alectura"
"Alepisaurus","Alepisaurus"
"genus_Alepisaurus","genus_Alepisaurus"
"Aletris","Aletris"
"genus_Aletris","genus_Aletris"
"Aleuria_aurantia","Aleuria_aurantia"
"orange_peel_fungus","orange_peel_fungus"
"Aleurites","Aleurites"
"genus_Aleurites","genus_Aleurites"
"Aleut","Aleut"
"Aleutian","Aleutian"
"Aleut","Aleut"
"Aleutian_Islands","Aleutian_Islands"
"Aleutians","Aleutians"
"Alex_Boncayao_Brigade","Alex_Boncayao_Brigade"
"ABB","ABB"
"Revolutionary_Proletarian_Army","Revolutionary_Proletarian_Army"
"RPA-ABB","RPA-ABB"
"Alexander","Alexander"
"Alexanders","Alexanders"
"black_lovage","black_lovage"
"horse_parsley","horse_parsley"
"Smyrnium_olusatrum","Smyrnium_olusatrum"
"Alexander","Alexander"
"Alexander_the_Great","Alexander_the_Great"
"Alexander_Archipelago","Alexander_Archipelago"
"Alexander_I","Alexander_I"
"Czar_Alexander_I","Czar_Alexander_I"
"Aleksandr_Pavlovich","Aleksandr_Pavlovich"
"Alexander_II","Alexander_II"
"Czar_Alexander_II","Czar_Alexander_II"
"Alexander_the_Liberator","Alexander_the_Liberator"
"Alexander_III","Alexander_III"
"Czar_Alexander_III","Czar_Alexander_III"
"Alexander_VI","Alexander_VI"
"Pope_Alexander_VI","Pope_Alexander_VI"
"Borgia","Borgia"
"Rodrigo_Borgia","Rodrigo_Borgia"
"Alexandria","Alexandria"
"Alexandria","Alexandria"
"El_Iskandriyah","El_Iskandriyah"
"Alexandria_senna","Alexandria_senna"
"Alexandrian_senna","Alexandrian_senna"
"true_senna","true_senna"
"tinnevelly_senna","tinnevelly_senna"
"Indian_senna","Indian_senna"
"Senna_alexandrina","Senna_alexandrina"
"Cassia_acutifolia","Cassia_acutifolia"
"Cassia_augustifolia","Cassia_augustifolia"
"Alexandrian","Alexandrian"
"Alexandrian_laurel","Alexandrian_laurel"
"Calophyllum_inophyllum","Calophyllum_inophyllum"
"Alexandrine","Alexandrine"
"Aleyrodes","Aleyrodes"
"genus_Aleyrodes","genus_Aleyrodes"
"Aleyrodidae","Aleyrodidae"
"family_Aleyrodidae","family_Aleyrodidae"
"Alfred","Alfred"
"AElfred","AElfred"
"Alfred_the_Great","Alfred_the_Great"
"Alger","Alger"
"Horatio_Alger","Horatio_Alger"
"Algeria","Algeria"
"Algerie","Algerie"
"Democratic_and_Popular_Republic_of_Algeria","Democratic_and_Popular_Republic_of_Algeria"
"Algerian","Algerian"
"Algerian_centime","Algerian_centime"
"Algerian_dinar","Algerian_dinar"
"dinar","dinar"
"Algerian_monetary_unit","Algerian_monetary_unit"
"Algeripithecus","Algeripithecus"
"genus_Algeripithecus","genus_Algeripithecus"
"Algeripithecus_minutus","Algeripithecus_minutus"
"Algiers","Algiers"
"Algerian_capital","Algerian_capital"
"Algonkian","Algonkian"
"Algonkin","Algonkin"
"Algonkian","Algonkian"
"Algonkin","Algonkin"
"Algonquian","Algonquian"
"Algonquin","Algonquin"
"Algonquian","Algonquian"
"Algonquin","Algonquin"
"Algonquian_language","Algonquian_language"
"Algren","Algren"
"Nelson_Algren","Nelson_Algren"
"Alhambra","Alhambra"
"Alhazen","Alhazen"
"Alhacen","Alhacen"
"al-Haytham","al-Haytham"
"Ibn_al-Haytham","Ibn_al-Haytham"
"Al-Hasan_ibn_al-Haytham","Al-Hasan_ibn_al-Haytham"
"Ali","Ali"
"Muhammad_Ali","Muhammad_Ali"
"Cassius_Clay","Cassius_Clay"
"Cassius_Marcellus_Clay","Cassius_Marcellus_Clay"
"Ali","Ali"
"Ali_Baba","Ali_Baba"
"Alisma","Alisma"
"genus_Alisma","genus_Alisma"
"Alismataceae","Alismataceae"
"family_Alismataceae","family_Alismataceae"
"water-plantain_family","water-plantain_family"
"Alismatidae","Alismatidae"
"subclass_Alismatidae","subclass_Alismatidae"
"Alka-seltzer","Alka-seltzer"
"All_Saints'_Day","All_Saints'_Day"
"Allhallows","Allhallows"
"November_1","November_1"
"Hallowmas","Hallowmas"
"Hallowmass","Hallowmass"
"All_Souls'_Day","All_Souls'_Day"
"November_2","November_2"
"Allah","Allah"
"Alleghenies","Alleghenies"
"Allegheny_Mountains","Allegheny_Mountains"
"Allegheny","Allegheny"
"Allegheny_River","Allegheny_River"
"Allegheny_chinkapin","Allegheny_chinkapin"
"eastern_chinquapin","eastern_chinquapin"
"chinquapin","chinquapin"
"dwarf_chestnut","dwarf_chestnut"
"Castanea_pumila","Castanea_pumila"
"Allegheny_plum","Allegheny_plum"
"Alleghany_plum","Alleghany_plum"
"sloe","sloe"
"Prunus_alleghaniensis","Prunus_alleghaniensis"
"Allegheny_spurge","Allegheny_spurge"
"Allegheny_mountain_spurge","Allegheny_mountain_spurge"
"Pachysandra_procumbens","Pachysandra_procumbens"
"Allen","Allen"
"Gracie_Allen","Gracie_Allen"
"Grace_Ethel_Cecile_Rosalie_Allen","Grace_Ethel_Cecile_Rosalie_Allen"
"Gracie","Gracie"
"Allen","Allen"
"Woody_Allen","Woody_Allen"
"Allen_Stewart_Konigsberg","Allen_Stewart_Konigsberg"
"Allen","Allen"
"Ethan_Allen","Ethan_Allen"
"Allen_screw","Allen_screw"
"Allen_wrench","Allen_wrench"
"Allentown","Allentown"
"Allhallowtide","Allhallowtide"
"Alliaceae","Alliaceae"
"family_Alliaceae","family_Alliaceae"
"Alliaria","Alliaria"
"genus_Alliaria","genus_Alliaria"
"Allied_Command_Atlantic","Allied_Command_Atlantic"
"ACLANT","ACLANT"
"Allied_Command_Europe","Allied_Command_Europe"
"ACE","ACE"
"Allies","Allies"
"Allies","Allies"
"allies","allies"
"Alligatoridae","Alligatoridae"
"family_Alligatoridae","family_Alligatoridae"
"Allionia","Allionia"
"genus_Allionia","genus_Allionia"
"Allium","Allium"
"genus_Allium","genus_Allium"
"Almaty","Almaty"
"Alma-Ata","Alma-Ata"
"Almoravid","Almoravid"
"Alnico","Alnico"
"Alnus","Alnus"
"genus_Alnus","genus_Alnus"
"Aloeaceae","Aloeaceae"
"family_Aloeaceae","family_Aloeaceae"
"aloe_family","aloe_family"
"Alonso","Alonso"
"Alicia_Alonso","Alicia_Alonso"
"Alopecurus","Alopecurus"
"genus_Alopecurus","genus_Alopecurus"
"Alopex","Alopex"
"genus_Alopex","genus_Alopex"
"Alopiidae","Alopiidae"
"family_Alopiidae","family_Alopiidae"
"Alopius","Alopius"
"genus_Alopius","genus_Alopius"
"Alosa","Alosa"
"genus_Alosa","genus_Alosa"
"Alost","Alost"
"Aalost","Aalost"
"Alouatta","Alouatta"
"genus_Alouatta","genus_Alouatta"
"Alpena","Alpena"
"Alpha_Centauri","Alpha_Centauri"
"Rigil_Kent","Rigil_Kent"
"Rigil","Rigil"
"Alpha_Crucis","Alpha_Crucis"
"Alpine_anemone","Alpine_anemone"
"mountain_anemone","mountain_anemone"
"Anemone_tetonensis","Anemone_tetonensis"
"Alpine_besseya","Alpine_besseya"
"Besseya_alpina","Besseya_alpina"
"Alpine_celery_pine","Alpine_celery_pine"
"Phyllocladus_alpinus","Phyllocladus_alpinus"
"Alpine_enchanter's_nightshade","Alpine_enchanter's_nightshade"
"Circaea_alpina","Circaea_alpina"
"Alpine_fir","Alpine_fir"
"subalpine_fir","subalpine_fir"
"Abies_lasiocarpa","Abies_lasiocarpa"
"Alpine_glacier","Alpine_glacier"
"Alpine_type_of_glacier","Alpine_type_of_glacier"
"Alpine_lady_fern","Alpine_lady_fern"
"Athyrium_distentifolium","Athyrium_distentifolium"
"Alpine_mouse-ear","Alpine_mouse-ear"
"Arctic_mouse-ear","Arctic_mouse-ear"
"Cerastium_alpinum","Cerastium_alpinum"
"Alpine_woodsia","Alpine_woodsia"
"northern_woodsia","northern_woodsia"
"flower-cup_fern","flower-cup_fern"
"Woodsia_alpina","Woodsia_alpina"
"Alpinia","Alpinia"
"genus_Alpinia","genus_Alpinia"
"genus_Zerumbet","genus_Zerumbet"
"genus_Languas","genus_Languas"
"Alpinism","Alpinism"
"Alps","Alps"
"the_Alps","the_Alps"
"Alsace","Alsace"
"Alsatia","Alsatia"
"Elsass","Elsass"
"Alsatian","Alsatian"
"German_shepherd","German_shepherd"
"German_shepherd_dog","German_shepherd_dog"
"German_police_dog","German_police_dog"
"alsatian","alsatian"
"Alsobia","Alsobia"
"genus_Alsobia","genus_Alsobia"
"Alsophila","Alsophila"
"genus_Alsophila","genus_Alsophila"
"Alsophila_pometaria","Alsophila_pometaria"
"Alstonia","Alstonia"
"genus_Alstonia","genus_Alstonia"
"Alstroemeriaceae","Alstroemeriaceae"
"family_Alstroemeriaceae","family_Alstroemeriaceae"
"Altai_Mountains","Altai_Mountains"
"Altay_Mountains","Altay_Mountains"
"Altaic","Altaic"
"Altaic","Altaic"
"Altaic_language","Altaic_language"
"Altair","Altair"
"Alternanthera","Alternanthera"
"genus_Alternanthera","genus_Alternanthera"
"Altoona","Altoona"
"alyssum","alyssum"
"madwort","madwort"
"Alyssum","Alyssum"
"genus_Alyssum","genus_Alyssum"
"Alytes","Alytes"
"genus_Alytes","genus_Alytes"
"Alzheimer's_disease","Alzheimer's_disease"
"Alzheimer's","Alzheimer's"
"Alzheimers","Alzheimers"
"Amaethon","Amaethon"
"Amanita","Amanita"
"genus_Amanita","genus_Amanita"
"Amaranthaceae","Amaranthaceae"
"family_Amaranthaceae","family_Amaranthaceae"
"amaranth_family","amaranth_family"
"Amaranthus","Amaranthus"
"genus_Amaranthus","genus_Amaranthus"
"Amarillo","Amarillo"
"Amaryllidaceae","Amaryllidaceae"
"family_Amaryllidaceae","family_Amaryllidaceae"
"amaryllis_family","amaryllis_family"
"Amaterasu","Amaterasu"
"Amaterasu_Omikami","Amaterasu_Omikami"
"Amati","Amati"
"Nicolo_Amati","Nicolo_Amati"
"Nicola_Amati","Nicola_Amati"
"Amati","Amati"
"Amauropelta","Amauropelta"
"genus_Amauropelta","genus_Amauropelta"
"amazon","amazon"
"virago","virago"
"Amazon","Amazon"
"Amazon","Amazon"
"Amazon_River","Amazon_River"
"amazon","amazon"
"Amazon_ant","Amazon_ant"
"Polyergus_rufescens","Polyergus_rufescens"
"Amazona","Amazona"
"genus_Amazona","genus_Amazona"
"Amberboa","Amberboa"
"genus_Amberboa","genus_Amberboa"
"Ambloplites","Ambloplites"
"genus_Ambloplites","genus_Ambloplites"
"Amblyrhynchus","Amblyrhynchus"
"genus_Amblyrhynchus","genus_Amblyrhynchus"
"Ambrose","Ambrose"
"Saint_Ambrose","Saint_Ambrose"
"St._Ambrose","St._Ambrose"
"Ambrosiaceae","Ambrosiaceae"
"family_Ambrosiaceae","family_Ambrosiaceae"
"Ambystoma","Ambystoma"
"genus_Ambystoma","genus_Ambystoma"
"Ambystomatidae","Ambystomatidae"
"family_Ambystomatidae","family_Ambystomatidae"
"Ameiuridae","Ameiuridae"
"family_Ameiuridae","family_Ameiuridae"
"Ameiurus","Ameiurus"
"genus_Ameiurus","genus_Ameiurus"
"Amelanchier","Amelanchier"
"genus_Amelanchier","genus_Amelanchier"
"Amen","Amen"
"Amon","Amon"
"Amun","Amun"
"Amen-Ra","Amen-Ra"
"Amon-Ra","Amon-Ra"
"Amun_Ra","Amun_Ra"
"Amentiferae","Amentiferae"
"group_Amentiferae","group_Amentiferae"
"United_States","United_States"
"United_States_of_America","United_States_of_America"
"America","America"
"the_States","the_States"
"US","US"
"U.S.","U.S."
"USA","USA"
"U.S.A.","U.S.A."
"America","America"
"American","American"
"American_English","American_English"
"American_language","American_language"
"American","American"
"American","American"
"American_Baptist_Convention","American_Baptist_Convention"
"Northern_Baptist_Convention","Northern_Baptist_Convention"
"American_Civil_War","American_Civil_War"
"United_States_Civil_War","United_States_Civil_War"
"War_between_the_States","War_between_the_States"
"American_Dream","American_Dream"
"American_Falls","American_Falls"
"American_Federation_of_Labor","American_Federation_of_Labor"
"AFL","AFL"
"American_Federation_of_Labor_and_Congress_of_Industrial_Organizations","American_Federation_of_Labor_and_Congress_of_Industrial_Organizations"
"AFL-CIO","AFL-CIO"
"American_Indian_Day","American_Indian_Day"
"American_Labor_Party","American_Labor_Party"
"American_Legion","American_Legion"
"American_Party","American_Party"
"Know-Nothing_Party","Know-Nothing_Party"
"American_Revolution","American_Revolution"
"American_Revolutionary_War","American_Revolutionary_War"
"War_of_American_Independence","War_of_American_Independence"
"American_War_of_Independence","American_War_of_Independence"
"American_Revolutionary_leader","American_Revolutionary_leader"
"American_Samoa","American_Samoa"
"Eastern_Samoa","Eastern_Samoa"
"AS","AS"
"American_Staffordshire_terrier","American_Staffordshire_terrier"
"Staffordshire_terrier","Staffordshire_terrier"
"American_pit_bull_terrier","American_pit_bull_terrier"
"pit_bull_terrier","pit_bull_terrier"
"American_Standard_Code_for_Information_Interchange","American_Standard_Code_for_Information_Interchange"
"ASCII","ASCII"
"American_Standard_Version","American_Standard_Version"
"American_Revised_Version","American_Revised_Version"
"American_Stock_Exchange","American_Stock_Exchange"
"AMEX","AMEX"
"Curb","Curb"
"American_agave","American_agave"
"Agave_americana","Agave_americana"
"American_alligator","American_alligator"
"Alligator_mississipiensis","Alligator_mississipiensis"
"American_angelica_tree","American_angelica_tree"
"devil's_walking_stick","devil's_walking_stick"
"Hercules'-club","Hercules'-club"
"Aralia_spinosa","Aralia_spinosa"
"American_arborvitae","American_arborvitae"
"northern_white_cedar","northern_white_cedar"
"white_cedar","white_cedar"
"Thuja_occidentalis","Thuja_occidentalis"
"American_badger","American_badger"
"Taxidea_taxus","Taxidea_taxus"
"American_barberry","American_barberry"
"Berberis_canadensis","Berberis_canadensis"
"American_basswood","American_basswood"
"American_lime","American_lime"
"Tilia_americana","Tilia_americana"
"American_beech","American_beech"
"white_beech","white_beech"
"red_beech","red_beech"
"Fagus_grandifolia","Fagus_grandifolia"
"Fagus_americana","Fagus_americana"
"American_bison","American_bison"
"American_buffalo","American_buffalo"
"buffalo","buffalo"
"Bison_bison","Bison_bison"
"American_bittern","American_bittern"
"stake_driver","stake_driver"
"Botaurus_lentiginosus","Botaurus_lentiginosus"
"American_black_bear","American_black_bear"
"black_bear","black_bear"
"Ursus_americanus","Ursus_americanus"
"Euarctos_americanus","Euarctos_americanus"
"American_bog_asphodel","American_bog_asphodel"
"Narthecium_americanum","Narthecium_americanum"
"American_bugbane","American_bugbane"
"summer_cohosh","summer_cohosh"
"Cimicifuga_americana","Cimicifuga_americana"
"American_chameleon","American_chameleon"
"anole","anole"
"Anolis_carolinensis","Anolis_carolinensis"
"American_chestnut","American_chestnut"
"American_sweet_chestnut","American_sweet_chestnut"
"Castanea_dentata","Castanea_dentata"
"American_cockroach","American_cockroach"
"Periplaneta_americana","Periplaneta_americana"
"American_coot","American_coot"
"marsh_hen","marsh_hen"
"mud_hen","mud_hen"
"water_hen","water_hen"
"Fulica_americana","Fulica_americana"
"American_copper","American_copper"
"Lycaena_hypophlaeas","Lycaena_hypophlaeas"
"American_crab_apple","American_crab_apple"
"garland_crab","garland_crab"
"Malus_coronaria","Malus_coronaria"
"American_cranberry","American_cranberry"
"large_cranberry","large_cranberry"
"Vaccinium_macrocarpon","Vaccinium_macrocarpon"
"American_crayfish","American_crayfish"
"American_crow","American_crow"
"Corvus_brachyrhyncos","Corvus_brachyrhyncos"
"Northern_dewberry","Northern_dewberry"
"American_dewberry","American_dewberry"
"Rubus_flagellaris","Rubus_flagellaris"
"American_dewberry","American_dewberry"
"Rubus_canadensis","Rubus_canadensis"
"American_dog_violet","American_dog_violet"
"Viola_conspersa","Viola_conspersa"
"American_egret","American_egret"
"great_white_heron","great_white_heron"
"Egretta_albus","Egretta_albus"
"American_elder","American_elder"
"black_elderberry","black_elderberry"
"sweet_elder","sweet_elder"
"Sambucus_canadensis","Sambucus_canadensis"
"American_elm","American_elm"
"white_elm","white_elm"
"water_elm","water_elm"
"rock_elm","rock_elm"
"Ulmus_americana","Ulmus_americana"
"American_feverfew","American_feverfew"
"wild_quinine","wild_quinine"
"prairie_dock","prairie_dock"
"Parthenium_integrifolium","Parthenium_integrifolium"
"American_flag","American_flag"
"Stars_and_Stripes","Stars_and_Stripes"
"Star-Spangled_Banner","Star-Spangled_Banner"
"Old_Glory","Old_Glory"
"American_fly_honeysuckle","American_fly_honeysuckle"
"fly_honeysuckle","fly_honeysuckle"
"Lonicera_canadensis","Lonicera_canadensis"
"American_flying_squirrel","American_flying_squirrel"
"American_football","American_football"
"American_football_game","American_football_game"
"American_foxhound","American_foxhound"
"American_frogbit","American_frogbit"
"Limnodium_spongia","Limnodium_spongia"
"American_gallinule","American_gallinule"
"Porphyrula_martinica","Porphyrula_martinica"
"American_germander","American_germander"
"wood_sage","wood_sage"
"Teucrium_canadense","Teucrium_canadense"
"American_ginseng","American_ginseng"
"sang","sang"
"Panax_quinquefolius","Panax_quinquefolius"
"American_green_toad","American_green_toad"
"Bufo_debilis","Bufo_debilis"
"American_hackberry","American_hackberry"
"Celtis_occidentalis","Celtis_occidentalis"
"American_harvest_mouse","American_harvest_mouse"
"harvest_mouse","harvest_mouse"
"American_hazel","American_hazel"
"Corylus_americana","Corylus_americana"
"American_holly","American_holly"
"Christmas_holly","Christmas_holly"
"American_hop","American_hop"
"Humulus_americanus","Humulus_americanus"
"American_hornbeam","American_hornbeam"
"Carpinus_caroliniana","Carpinus_caroliniana"
"American_lady_crab","American_lady_crab"
"lady_crab","lady_crab"
"calico_crab","calico_crab"
"Ovalipes_ocellatus","Ovalipes_ocellatus"
"American_larch","American_larch"
"tamarack","tamarack"
"black_larch","black_larch"
"Larix_laricina","Larix_laricina"
"American_lobster","American_lobster"
"Northern_lobster","Northern_lobster"
"Maine_lobster","Maine_lobster"
"American_lobster","American_lobster"
"Northern_lobster","Northern_lobster"
"Maine_lobster","Maine_lobster"
"Homarus_americanus","Homarus_americanus"
"American_magpie","American_magpie"
"Pica_pica_hudsonia","Pica_pica_hudsonia"
"American_maidenhair_fern","American_maidenhair_fern"
"five-fingered_maidenhair_fern","five-fingered_maidenhair_fern"
"Adiantum_pedatum","Adiantum_pedatum"
"American_marten","American_marten"
"American_sable","American_sable"
"Martes_americana","Martes_americana"
"American_mastodon","American_mastodon"
"American_mastodont","American_mastodont"
"Mammut_americanum","Mammut_americanum"
"American_merganser","American_merganser"
"Mergus_merganser_americanus","Mergus_merganser_americanus"
"American_mink","American_mink"
"Mustela_vison","Mustela_vison"
"American_mistletoe","American_mistletoe"
"Phoradendron_serotinum","Phoradendron_serotinum"
"Phoradendron_flavescens","Phoradendron_flavescens"
"American_mistletoe","American_mistletoe"
"Arceuthobium_pusillum","Arceuthobium_pusillum"
"American_mountain_ash","American_mountain_ash"
"Sorbus_americana","Sorbus_americana"
"American_oil_palm","American_oil_palm"
"Elaeis_oleifera","Elaeis_oleifera"
"American_organ","American_organ"
"American_parasol","American_parasol"
"Lepiota_americana","Lepiota_americana"
"American_pasqueflower","American_pasqueflower"
"Eastern_pasque_flower","Eastern_pasque_flower"
"wild_crocus","wild_crocus"
"lion's_beard","lion's_beard"
"prairie_anemone","prairie_anemone"
"blue_tulip","blue_tulip"
"American_pulsatilla","American_pulsatilla"
"Pulsatilla_patens","Pulsatilla_patens"
"Anemone_ludoviciana","Anemone_ludoviciana"
"American_persimmon","American_persimmon"
